question,answer,wrong1,wrong2,difficulty,type
3x = 18. What is x?,6,8,7,6,algebra
4x = 16. What is x?,4,1,7,5,algebra
x + 20 = 40. What is x?,20,18,22,5,algebra
2x + 5 = 17. Find x.,6,9,4,6,algebra
x + 10 = 23. What is x?,13,12,15,5,algebra
x + 14 = 28. What is x?,14,17,15,6,algebra
2x = 8. What is x?,4,3,5,6,algebra
2x = 20. What is x?,10,9,12,5,algebra
2x + 5 = 25. Find x.,10,8,13,5,algebra
2x + 8 = 32. Find x.,12,10,15,6,algebra
x + 16 = 27. What is x?,11,9,14,5,algebra
2x + 7 = 17. Find x.,5,3,4,6,algebra
2x = 10. What is x?,5,3,6,6,algebra
x + 16 = 22. What is x?,6,9,7,5,algebra
2x + 10 = 32. Find x.,11,8,10,5,algebra
4x = 32. What is x?,8,11,7,6,algebra
5x = 50. What is x?,10,8,9,5,algebra
x + 2 = 7. What is x?,5,2,3,5,algebra
x + 17 = 23. What is x?,6,9,3,5,algebra
2x + 3 = 21. Find x.,9,8,12,6,algebra
2x = 16. What is x?,8,10,11,6,algebra
2x + 2 = 16. Find x.,7,4,6,6,algebra
4x = 40. What is x?,10,8,9,5,algebra
4x = 20. What is x?,5,3,6,5,algebra
2x = 14. What is x?,7,10,4,5,algebra
2x + 5 = 19. Find x.,7,8,9,5,algebra
2x = 18. What is x?,9,8,11,6,algebra
x + 17 = 21. What is x?,4,1,5,6,algebra
3x = 33. What is x?,11,8,10,5,algebra
4x = 24. What is x?,6,4,5,6,algebra
2x + 2 = 6. Find x.,2,3,5,6,algebra
2x + 9 = 33. Find x.,12,10,13,5,algebra
5x = 15. What is x?,3,1,4,6,algebra
4x = 48. What is x?,12,9,13,5,algebra
2x + 8 = 28. Find x.,10,11,12,5,algebra
x + 9 = 28. What is x?,19,16,17,6,algebra
3x = 12. What is x?,4,1,2,5,algebra
2x + 6 = 18. Find x.,6,3,7,5,algebra
2x + 9 = 33. Find x.,12,9,15,5,algebra
x + 9 = 16. What is x?,7,4,5,5,algebra
x + 12 = 23. What is x?,11,9,14,5,algebra
2x + 6 = 26. Find x.,10,12,7,6,algebra
x + 8 = 19. What is x?,11,10,14,5,algebra
5x = 25. What is x?,5,8,4,5,algebra
x + 7 = 22. What is x?,15,18,13,5,algebra
2x + 5 = 27. Find x.,11,8,12,5,algebra
2x + 10 = 18. Find x.,4,2,3,6,algebra
5x = 30. What is x?,6,8,9,5,algebra
3x = 21. What is x?,7,9,10,5,algebra
2x + 4 = 28. Find x.,12,9,13,6,algebra
3x = 9. What is x?,3,1,5,5,algebra
3x = 36. What is x?,12,9,10,6,algebra
x + 7 = 9. What is x?,2,3,4,6,algebra
3x = 21. What is x?,7,5,6,5,algebra
x + 9 = 14. What is x?,5,4,6,5,algebra
2x + 6 = 12. Find x.,3,1,2,6,algebra
x + 7 = 21. What is x?,14,11,13,6,algebra
2x + 8 = 28. Find x.,10,12,13,5,algebra
4x = 24. What is x?,6,8,3,6,algebra
2x + 3 = 25. Find x.,11,10,14,6,algebra
2x = 4. What is x?,2,1,3,6,algebra
x + 8 = 21. What is x?,13,11,14,5,algebra
5x = 45. What is x?,9,11,12,5,algebra
2x + 3 = 7. Find x.,2,4,5,6,algebra
2x + 7 = 29. Find x.,11,8,9,6,algebra
x + 7 = 14. What is x?,7,8,10,6,algebra
3x = 9. What is x?,3,1,2,6,algebra
5x = 20. What is x?,4,3,7,5,algebra
2x + 10 = 18. Find x.,4,5,7,6,algebra
4x = 8. What is x?,2,4,5,6,algebra
2x + 2 = 20. Find x.,9,6,7,5,algebra
5x = 25. What is x?,5,4,7,6,algebra
x + 2 = 7. What is x?,5,6,7,5,algebra
x + 15 = 25. What is x?,10,8,12,5,algebra
x + 7 = 23. What is x?,16,17,15,5,algebra
5x = 20. What is x?,4,3,7,5,algebra
4x = 32. What is x?,8,9,11,6,algebra
x + 18 = 25. What is x?,7,9,10,5,algebra
4x = 44. What is x?,11,9,10,5,algebra
2x + 9 = 21. Find x.,6,3,7,6,algebra
5x = 40. What is x?,8,6,7,6,algebra
x + 15 = 31. What is x?,16,19,15,6,algebra
2x + 6 = 12. Find x.,3,2,4,5,algebra
x + 12 = 23. What is x?,11,8,10,6,algebra
x + 12 = 29. What is x?,17,19,14,5,algebra
2x = 6. What is x?,3,1,4,6,algebra
4x = 24. What is x?,6,4,5,6,algebra
x + 18 = 36. What is x?,18,16,17,5,algebra
2x + 10 = 20. Find x.,5,3,6,6,algebra
3x = 36. What is x?,12,9,14,6,algebra
x + 12 = 18. What is x?,6,8,3,6,algebra
2x + 7 = 13. Find x.,3,1,6,6,algebra
2x = 6. What is x?,3,2,6,5,algebra
x + 16 = 31. What is x?,15,18,14,5,algebra
x + 14 = 16. What is x?,2,4,5,6,algebra
2x + 7 = 31. Find x.,12,11,14,5,algebra
2x = 12. What is x?,6,8,5,5,algebra
2x + 7 = 31. Find x.,12,9,10,5,algebra
2x + 9 = 29. Find x.,10,8,7,6,algebra
5x = 10. What is x?,2,3,4,5,algebra
x + 20 = 34. What is x?,14,12,15,5,algebra
3x = 12. What is x?,4,1,6,6,algebra
4x = 36. What is x?,9,10,12,5,algebra
2x + 9 = 17. Find x.,4,6,7,6,algebra
x + 3 = 20. What is x?,17,19,20,5,algebra
2x + 4 = 22. Find x.,9,8,12,6,algebra
5x = 30. What is x?,6,3,4,5,algebra
4x = 44. What is x?,11,8,10,6,algebra
5x = 55. What is x?,11,10,13,6,algebra
x + 10 = 17. What is x?,7,10,5,5,algebra
3x = 12. What is x?,4,5,6,6,algebra
x + 15 = 19. What is x?,4,2,7,5,algebra
x + 11 = 19. What is x?,8,11,6,6,algebra
2x = 10. What is x?,5,8,2,6,algebra
2x + 5 = 25. Find x.,10,11,13,6,algebra
x + 5 = 25. What is x?,20,22,23,6,algebra
2x + 6 = 30. Find x.,12,13,15,5,algebra
2x + 4 = 16. Find x.,6,4,5,6,algebra
x + 17 = 19. What is x?,2,4,5,5,algebra
x + 2 = 7. What is x?,5,8,6,6,algebra
x + 15 = 17. What is x?,2,1,5,6,algebra
5x = 35. What is x?,7,9,10,6,algebra
2x + 4 = 28. Find x.,12,10,11,6,algebra
4x = 40. What is x?,10,12,13,6,algebra
x + 15 = 22. What is x?,7,10,4,6,algebra
3x = 24. What is x?,8,9,10,6,algebra
x + 13 = 21. What is x?,8,10,5,6,algebra
2x = 24. What is x?,12,9,15,5,algebra
2x + 4 = 8. Find x.,2,3,5,5,algebra
2x + 8 = 30. Find x.,11,10,12,5,algebra
x + 12 = 16. What is x?,4,1,3,6,algebra
2x + 8 = 24. Find x.,8,11,7,5,algebra
2x + 10 = 20. Find x.,5,6,7,5,algebra
4x = 16. What is x?,4,3,6,6,algebra
2x + 6 = 16. Find x.,5,3,4,5,algebra
x + 2 = 16. What is x?,14,12,15,6,algebra
2x + 4 = 22. Find x.,9,8,10,6,algebra
2x + 9 = 13. Find x.,2,3,4,6,algebra
5x = 10. What is x?,2,4,5,5,algebra
x + 5 = 7. What is x?,2,1,5,6,algebra
4x = 28. What is x?,7,9,10,6,algebra
5x = 50. What is x?,10,11,12,5,algebra
2x = 4. What is x?,2,3,5,6,algebra
x + 11 = 30. What is x?,19,18,21,6,algebra
3x = 24. What is x?,8,9,10,6,algebra
2x + 8 = 30. Find x.,11,9,14,5,algebra
x + 13 = 20. What is x?,7,9,6,6,algebra
x + 2 = 16. What is x?,14,11,12,6,algebra
2x + 4 = 18. Find x.,7,10,5,5,algebra
2x + 4 = 14. Find x.,5,2,6,6,algebra
x + 10 = 29. What is x?,19,17,22,5,algebra
x + 19 = 30. What is x?,11,9,10,5,algebra
x + 12 = 21. What is x?,9,11,7,6,algebra
2x + 4 = 28. Find x.,12,14,15,6,algebra
3x = 27. What is x?,9,8,6,6,algebra
5x = 15. What is x?,3,4,6,6,algebra
2x + 7 = 29. Find x.,11,8,13,6,algebra
2x + 3 = 27. Find x.,12,10,11,6,algebra
5x = 55. What is x?,11,9,13,6,algebra
2x = 14. What is x?,7,8,10,5,algebra
2x + 5 = 27. Find x.,11,8,12,6,algebra
3x = 12. What is x?,4,1,7,5,algebra
x + 13 = 27. What is x?,14,13,15,5,algebra
x + 10 = 24. What is x?,14,11,13,6,algebra
x + 16 = 29. What is x?,13,12,15,5,algebra
x + 10 = 23. What is x?,13,12,15,6,algebra
2x + 4 = 10. Find x.,3,4,6,6,algebra
2x + 4 = 22. Find x.,9,10,7,5,algebra
x + 18 = 29. What is x?,11,9,13,5,algebra
3x = 30. What is x?,10,11,12,6,algebra
x + 14 = 21. What is x?,7,4,5,6,algebra
2x + 9 = 19. Find x.,5,8,3,6,algebra
2x + 10 = 14. Find x.,2,3,4,6,algebra
x + 11 = 14. What is x?,3,2,6,6,algebra
x + 14 = 23. What is x?,9,12,6,6,algebra
x + 9 = 11. What is x?,2,3,5,5,algebra
2x = 20. What is x?,10,9,12,5,algebra
x + 7 = 11. What is x?,4,5,7,6,algebra
x + 17 = 22. What is x?,5,8,2,5,algebra
x + 16 = 31. What is x?,15,17,14,5,algebra
2x + 4 = 26. Find x.,11,8,13,6,algebra
2x + 9 = 15. Find x.,3,2,6,6,algebra
4x = 48. What is x?,12,11,15,6,algebra
5x = 20. What is x?,4,2,6,5,algebra
x + 14 = 33. What is x?,19,17,22,6,algebra
x + 7 = 14. What is x?,7,10,5,5,algebra
2x + 2 = 12. Find x.,5,8,7,5,algebra
2x + 5 = 13. Find x.,4,1,2,6,algebra
x + 11 = 28. What is x?,17,19,15,5,algebra
2x + 9 = 17. Find x.,4,1,3,5,algebra
5x = 55. What is x?,11,13,14,5,algebra
