question,answer,wrong1,wrong2,difficulty,type
(14 + 13) × 5 =,135.0,136.0,133.0,6,bodmas
(7 + 11) × 10 =,180.0,177.0,179.0,5,bodmas
13 + 4 × 8 =,45.0,43.0,47.0,6,bodmas
21 ÷ (2 + 5) =,3.0,4.0,5.0,5,bodmas
7 ÷ (5 + 2) =,1.0,3.0,4.0,6,bodmas
8 + 7 × 5 =,43.0,42.0,46.0,5,bodmas
4 + 5 × 7 =,39.0,40.0,41.0,6,bodmas
(8 + 2) × 8 =,80.0,81.0,77.0,5,bodmas
(13 + 3) × 10 =,160.0,162.0,159.0,5,bodmas
17 + 8 × 10 =,97.0,99.0,95.0,5,bodmas
(5 + 3) × 6 =,48.0,49.0,45.0,6,bodmas
(11 + 11) × 9 =,198.0,201.0,197.0,6,bodmas
16 + 7 × 3 =,37.0,40.0,39.0,6,bodmas
(2 + 15) × 6 =,102.0,100.0,103.0,5,bodmas
13 + 5 × 8 =,53.0,56.0,51.0,6,bodmas
14 ÷ (3 + 4) =,2.0,3.0,4.0,6,bodmas
19 + 10 × 7 =,89.0,92.0,86.0,5,bodmas
17 + 5 × 4 =,37.0,38.0,39.0,5,bodmas
(13 + 6) × 10 =,190.0,187.0,188.0,5,bodmas
17 + 4 × 9 =,53.0,52.0,55.0,5,bodmas
(6 + 6) × 9 =,108.0,105.0,106.0,5,bodmas
6 + 5 × 8 =,46.0,48.0,49.0,5,bodmas
20 + 8 × 6 =,68.0,65.0,70.0,6,bodmas
18 ÷ (4 + 5) =,2.0,1.0,5.0,6,bodmas
4 + 5 × 3 =,19.0,16.0,22.0,6,bodmas
18 ÷ (5 + 4) =,2.0,3.0,4.0,5,bodmas
17 + 3 × 5 =,32.0,35.0,31.0,6,bodmas
(8 + 8) × 3 =,48.0,49.0,45.0,6,bodmas
(6 + 14) × 7 =,140.0,139.0,142.0,6,bodmas
(12 + 10) × 2 =,44.0,41.0,45.0,5,bodmas
20 ÷ (3 + 2) =,4.0,2.0,3.0,6,bodmas
(9 + 11) × 9 =,180.0,178.0,183.0,6,bodmas
(11 + 5) × 6 =,96.0,98.0,94.0,6,bodmas
(4 + 8) × 3 =,36.0,34.0,37.0,5,bodmas
7 + 8 × 6 =,55.0,57.0,53.0,6,bodmas
19 + 6 × 6 =,55.0,52.0,54.0,6,bodmas
21 ÷ (5 + 2) =,3.0,2.0,4.0,6,bodmas
(6 + 11) × 8 =,136.0,137.0,133.0,6,bodmas
14 + 2 × 4 =,22.0,20.0,21.0,6,bodmas
5 + 7 × 7 =,54.0,53.0,55.0,6,bodmas
2 + 9 × 6 =,56.0,58.0,55.0,6,bodmas
16 + 2 × 4 =,24.0,25.0,23.0,6,bodmas
(2 + 6) × 3 =,24.0,27.0,21.0,5,bodmas
4 + 2 × 6 =,16.0,13.0,14.0,6,bodmas
(4 + 13) × 3 =,51.0,50.0,52.0,6,bodmas
(11 + 9) × 8 =,160.0,162.0,158.0,6,bodmas
(2 + 4) × 6 =,36.0,35.0,38.0,6,bodmas
13 + 7 × 7 =,62.0,64.0,61.0,6,bodmas
32 ÷ (3 + 5) =,4.0,5.0,6.0,5,bodmas
12 + 10 × 6 =,72.0,73.0,71.0,5,bodmas
17 + 7 × 10 =,87.0,84.0,86.0,5,bodmas
28 ÷ (4 + 3) =,4.0,1.0,3.0,6,bodmas
16 ÷ (4 + 4) =,2.0,4.0,5.0,6,bodmas
32 ÷ (4 + 4) =,4.0,1.0,7.0,6,bodmas
12 + 10 × 8 =,92.0,89.0,94.0,5,bodmas
16 ÷ (5 + 3) =,2.0,3.0,5.0,6,bodmas
18 + 5 × 3 =,33.0,34.0,35.0,5,bodmas
12 ÷ (2 + 4) =,2.0,1.0,5.0,5,bodmas
7 + 8 × 3 =,31.0,32.0,29.0,6,bodmas
11 + 5 × 8 =,51.0,50.0,54.0,5,bodmas
(11 + 11) × 2 =,44.0,42.0,43.0,6,bodmas
12 ÷ (4 + 2) =,2.0,1.0,4.0,6,bodmas
28 ÷ (2 + 2) =,7.0,8.0,5.0,6,bodmas
(9 + 14) × 9 =,207.0,209.0,206.0,6,bodmas
28 ÷ (4 + 3) =,4.0,1.0,5.0,6,bodmas
2 + 10 × 10 =,102.0,105.0,103.0,5,bodmas
8 + 4 × 2 =,16.0,17.0,15.0,6,bodmas
28 ÷ (2 + 5) =,4.0,5.0,7.0,5,bodmas
30 ÷ (4 + 2) =,5.0,2.0,7.0,5,bodmas
10 + 4 × 8 =,42.0,40.0,41.0,5,bodmas
16 + 7 × 8 =,72.0,73.0,74.0,5,bodmas
8 + 10 × 10 =,108.0,105.0,110.0,6,bodmas
(7 + 12) × 3 =,57.0,56.0,54.0,6,bodmas
13 + 4 × 7 =,41.0,42.0,38.0,6,bodmas
(11 + 4) × 10 =,150.0,153.0,149.0,6,bodmas
(9 + 12) × 4 =,84.0,83.0,87.0,6,bodmas
6 + 2 × 6 =,18.0,20.0,21.0,5,bodmas
(4 + 2) × 3 =,18.0,16.0,17.0,6,bodmas
15 + 10 × 9 =,105.0,107.0,108.0,6,bodmas
(12 + 8) × 2 =,40.0,42.0,38.0,6,bodmas
8 + 10 × 3 =,38.0,41.0,36.0,5,bodmas
(15 + 4) × 2 =,38.0,36.0,37.0,6,bodmas
32 ÷ (2 + 2) =,8.0,11.0,6.0,5,bodmas
16 + 2 × 10 =,36.0,33.0,37.0,6,bodmas
(3 + 6) × 10 =,90.0,89.0,87.0,5,bodmas
(6 + 9) × 3 =,45.0,48.0,44.0,5,bodmas
(8 + 6) × 4 =,56.0,57.0,54.0,6,bodmas
24 ÷ (3 + 5) =,3.0,1.0,2.0,6,bodmas
16 ÷ (3 + 5) =,2.0,4.0,5.0,6,bodmas
6 + 2 × 10 =,26.0,24.0,27.0,5,bodmas
(14 + 9) × 3 =,69.0,72.0,70.0,6,bodmas
20 + 2 × 2 =,24.0,25.0,26.0,5,bodmas
12 + 2 × 9 =,30.0,27.0,28.0,6,bodmas
18 ÷ (4 + 5) =,2.0,4.0,5.0,6,bodmas
12 + 9 × 4 =,48.0,50.0,51.0,6,bodmas
19 + 6 × 6 =,55.0,56.0,58.0,6,bodmas
28 ÷ (5 + 2) =,4.0,5.0,6.0,6,bodmas
13 + 5 × 2 =,23.0,24.0,22.0,5,bodmas
24 ÷ (3 + 5) =,3.0,1.0,2.0,6,bodmas
9 + 3 × 3 =,18.0,17.0,15.0,6,bodmas
11 + 5 × 7 =,46.0,48.0,47.0,5,bodmas
6 + 8 × 9 =,78.0,77.0,79.0,6,bodmas
10 ÷ (3 + 2) =,2.0,3.0,5.0,5,bodmas
32 ÷ (4 + 4) =,4.0,2.0,5.0,5,bodmas
(4 + 8) × 5 =,60.0,59.0,61.0,6,bodmas
17 + 7 × 4 =,45.0,43.0,46.0,5,bodmas
(10 + 11) × 5 =,105.0,106.0,103.0,6,bodmas
24 ÷ (2 + 4) =,4.0,3.0,6.0,5,bodmas
8 + 6 × 10 =,68.0,67.0,70.0,6,bodmas
(3 + 6) × 2 =,18.0,20.0,21.0,5,bodmas
27 ÷ (5 + 4) =,3.0,1.0,6.0,6,bodmas
18 + 4 × 7 =,46.0,43.0,44.0,5,bodmas
12 ÷ (3 + 3) =,2.0,1.0,5.0,6,bodmas
6 + 5 × 7 =,41.0,43.0,44.0,5,bodmas
8 + 5 × 4 =,28.0,27.0,31.0,6,bodmas
(15 + 6) × 8 =,168.0,166.0,167.0,6,bodmas
(6 + 2) × 6 =,48.0,50.0,45.0,5,bodmas
21 ÷ (5 + 2) =,3.0,2.0,6.0,6,bodmas
(14 + 2) × 10 =,160.0,163.0,157.0,6,bodmas
8 + 4 × 7 =,36.0,33.0,38.0,6,bodmas
(4 + 12) × 5 =,80.0,77.0,79.0,6,bodmas
12 ÷ (4 + 2) =,2.0,1.0,4.0,6,bodmas
24 ÷ (3 + 5) =,3.0,2.0,4.0,5,bodmas
(10 + 14) × 9 =,216.0,218.0,215.0,6,bodmas
(12 + 9) × 10 =,210.0,208.0,213.0,5,bodmas
3 + 10 × 5 =,53.0,56.0,55.0,5,bodmas
21 ÷ (5 + 2) =,3.0,1.0,5.0,5,bodmas
28 ÷ (4 + 3) =,4.0,3.0,5.0,5,bodmas
20 + 4 × 7 =,48.0,51.0,47.0,6,bodmas
32 ÷ (3 + 5) =,4.0,1.0,5.0,5,bodmas
(4 + 15) × 3 =,57.0,56.0,54.0,5,bodmas
3 + 5 × 4 =,23.0,24.0,25.0,6,bodmas
(13 + 6) × 4 =,76.0,73.0,75.0,6,bodmas
(6 + 13) × 8 =,152.0,153.0,150.0,5,bodmas
6 + 5 × 2 =,16.0,17.0,14.0,5,bodmas
14 ÷ (4 + 3) =,2.0,3.0,5.0,5,bodmas
(7 + 6) × 2 =,26.0,25.0,29.0,6,bodmas
16 + 6 × 4 =,40.0,41.0,39.0,5,bodmas
20 + 6 × 9 =,74.0,73.0,71.0,6,bodmas
(7 + 7) × 2 =,28.0,27.0,31.0,5,bodmas
18 + 8 × 7 =,74.0,72.0,76.0,5,bodmas
6 + 4 × 5 =,26.0,24.0,28.0,6,bodmas
(8 + 6) × 2 =,28.0,25.0,26.0,6,bodmas
(12 + 12) × 10 =,240.0,241.0,238.0,6,bodmas
35 ÷ (3 + 4) =,5.0,3.0,7.0,5,bodmas
25 ÷ (3 + 2) =,5.0,3.0,4.0,6,bodmas
19 + 9 × 10 =,109.0,108.0,110.0,6,bodmas
(9 + 9) × 4 =,72.0,73.0,74.0,5,bodmas
(9 + 10) × 4 =,76.0,74.0,79.0,5,bodmas
24 ÷ (4 + 2) =,4.0,1.0,5.0,6,bodmas
15 ÷ (3 + 2) =,3.0,1.0,4.0,6,bodmas
10 + 2 × 5 =,20.0,18.0,22.0,5,bodmas
12 ÷ (2 + 2) =,3.0,2.0,4.0,6,bodmas
24 ÷ (2 + 4) =,4.0,5.0,7.0,6,bodmas
21 ÷ (3 + 4) =,3.0,2.0,6.0,5,bodmas
(5 + 4) × 5 =,45.0,48.0,47.0,5,bodmas
(15 + 15) × 5 =,150.0,153.0,149.0,5,bodmas
(2 + 6) × 5 =,40.0,43.0,38.0,5,bodmas
15 + 7 × 5 =,50.0,53.0,47.0,6,bodmas
(11 + 12) × 10 =,230.0,232.0,227.0,5,bodmas
7 + 10 × 5 =,57.0,56.0,59.0,6,bodmas
20 ÷ (5 + 5) =,2.0,1.0,4.0,5,bodmas
(3 + 4) × 4 =,28.0,27.0,31.0,6,bodmas
24 ÷ (3 + 5) =,3.0,1.0,5.0,6,bodmas
3 + 9 × 4 =,39.0,40.0,42.0,5,bodmas
2 + 8 × 10 =,82.0,83.0,84.0,6,bodmas
8 + 3 × 4 =,20.0,19.0,21.0,5,bodmas
18 + 4 × 2 =,26.0,24.0,25.0,6,bodmas
24 ÷ (3 + 5) =,3.0,1.0,5.0,6,bodmas
(6 + 4) × 9 =,90.0,88.0,87.0,6,bodmas
(9 + 2) × 3 =,33.0,35.0,30.0,5,bodmas
4 + 2 × 10 =,24.0,26.0,23.0,5,bodmas
5 + 10 × 4 =,45.0,43.0,44.0,5,bodmas
12 ÷ (2 + 2) =,3.0,2.0,6.0,5,bodmas
(9 + 4) × 9 =,117.0,120.0,119.0,6,bodmas
6 + 9 × 2 =,24.0,26.0,22.0,5,bodmas
21 ÷ (2 + 5) =,3.0,1.0,5.0,6,bodmas
7 ÷ (2 + 5) =,1.0,3.0,4.0,5,bodmas
16 + 8 × 9 =,88.0,91.0,87.0,6,bodmas
17 + 3 × 5 =,32.0,35.0,30.0,5,bodmas
(14 + 6) × 7 =,140.0,137.0,139.0,5,bodmas
(15 + 5) × 2 =,40.0,41.0,43.0,6,bodmas
13 + 2 × 9 =,31.0,28.0,29.0,6,bodmas
15 ÷ (3 + 2) =,3.0,1.0,5.0,5,bodmas
10 + 8 × 4 =,42.0,41.0,44.0,6,bodmas
(11 + 12) × 2 =,46.0,49.0,43.0,5,bodmas
32 ÷ (4 + 4) =,4.0,2.0,7.0,6,bodmas
16 + 5 × 3 =,31.0,33.0,28.0,5,bodmas
27 ÷ (5 + 4) =,3.0,4.0,6.0,5,bodmas
9 ÷ (5 + 4) =,1.0,2.0,4.0,5,bodmas
(2 + 3) × 3 =,15.0,12.0,13.0,6,bodmas
27 ÷ (4 + 5) =,3.0,5.0,6.0,6,bodmas
12 + 5 × 4 =,32.0,34.0,35.0,6,bodmas
(2 + 9) × 6 =,66.0,67.0,63.0,5,bodmas
(15 + 6) × 3 =,63.0,64.0,60.0,6,bodmas
28 ÷ (3 + 4) =,4.0,1.0,2.0,6,bodmas
16 ÷ (5 + 3) =,2.0,3.0,5.0,5,bodmas
8 + 9 × 8 =,80.0,83.0,77.0,6,bodmas
24 ÷ (2 + 4) =,4.0,1.0,5.0,5,bodmas
10 + 5 × 6 =,40.0,41.0,37.0,5,bodmas
8 + 3 × 4 =,20.0,17.0,22.0,5,bodmas
16 + 9 × 3 =,43.0,42.0,45.0,6,bodmas
(13 + 3) × 2 =,32.0,35.0,29.0,6,bodmas
4 + 5 × 2 =,14.0,11.0,13.0,5,bodmas
32 ÷ (2 + 2) =,8.0,9.0,10.0,6,bodmas
15 + 10 × 7 =,85.0,82.0,87.0,6,bodmas
8 + 5 × 9 =,53.0,50.0,54.0,5,bodmas
18 ÷ (5 + 4) =,2.0,1.0,3.0,5,bodmas
18 ÷ (3 + 3) =,3.0,1.0,6.0,5,bodmas
(12 + 14) × 4 =,104.0,107.0,102.0,5,bodmas
12 + 7 × 4 =,40.0,42.0,43.0,6,bodmas
(12 + 10) × 6 =,132.0,131.0,135.0,5,bodmas
12 ÷ (3 + 3) =,2.0,1.0,4.0,5,bodmas
2x + 10 = 26. Find x.,8.0,11.0,5.0,6,algebra
2x = 24. What is x?,12.0,13.0,15.0,6,algebra
x + 14 = 23. What is x?,9.0,10.0,7.0,6,algebra
2x + 2 = 22. Find x.,10.0,12.0,13.0,5,algebra
4x = 28. What is x?,7.0,10.0,5.0,5,algebra
x + 16 = 18. What is x?,2.0,3.0,5.0,6,algebra
2x + 3 = 7. Find x.,2.0,3.0,5.0,6,algebra
x + 5 = 23. What is x?,18.0,16.0,15.0,6,algebra
5x = 40. What is x?,8.0,9.0,7.0,5,algebra
2x + 2 = 26. Find x.,12.0,11.0,15.0,5,algebra
x + 10 = 19. What is x?,9.0,8.0,12.0,5,algebra
2x + 9 = 17. Find x.,4.0,2.0,6.0,5,algebra
x + 11 = 23. What is x?,12.0,9.0,11.0,5,algebra
2x + 5 = 21. Find x.,8.0,5.0,7.0,5,algebra
2x + 7 = 27. Find x.,10.0,11.0,13.0,5,algebra
5x = 30. What is x?,6.0,3.0,5.0,5,algebra
x + 8 = 17. What is x?,9.0,8.0,7.0,6,algebra
x + 10 = 30. What is x?,20.0,18.0,23.0,5,algebra
2x + 9 = 29. Find x.,10.0,12.0,7.0,6,algebra
x + 3 = 23. What is x?,20.0,19.0,23.0,6,algebra
2x + 3 = 17. Find x.,7.0,8.0,10.0,5,algebra
2x = 12. What is x?,6.0,4.0,5.0,5,algebra
x + 13 = 22. What is x?,9.0,8.0,7.0,5,algebra
2x + 3 = 11. Find x.,4.0,5.0,6.0,6,algebra
4x = 40. What is x?,10.0,9.0,7.0,6,algebra
3x = 21. What is x?,7.0,4.0,5.0,6,algebra
2x = 6. What is x?,3.0,1.0,4.0,5,algebra
2x + 3 = 13. Find x.,5.0,2.0,7.0,5,algebra
2x = 16. What is x?,8.0,10.0,11.0,6,algebra
2x + 8 = 24. Find x.,8.0,10.0,11.0,6,algebra
5x = 40. What is x?,8.0,9.0,10.0,6,algebra
2x + 3 = 11. Find x.,4.0,2.0,5.0,5,algebra
2x + 8 = 26. Find x.,9.0,8.0,6.0,5,algebra
x + 12 = 27. What is x?,15.0,18.0,13.0,6,algebra
x + 6 = 8. What is x?,2.0,1.0,3.0,5,algebra
x + 7 = 19. What is x?,12.0,10.0,13.0,6,algebra
x + 20 = 25. What is x?,5.0,2.0,7.0,5,algebra
x + 17 = 27. What is x?,10.0,11.0,7.0,6,algebra
2x + 6 = 16. Find x.,5.0,8.0,2.0,6,algebra
5x = 15. What is x?,3.0,4.0,5.0,6,algebra
x + 7 = 14. What is x?,7.0,5.0,6.0,5,algebra
2x + 7 = 23. Find x.,8.0,11.0,7.0,5,algebra
x + 11 = 28. What is x?,17.0,16.0,20.0,6,algebra
2x = 12. What is x?,6.0,3.0,5.0,5,algebra
2x = 14. What is x?,7.0,8.0,6.0,6,algebra
2x + 6 = 30. Find x.,12.0,13.0,14.0,5,algebra
x + 4 = 15. What is x?,11.0,8.0,13.0,6,algebra
5x = 40. What is x?,8.0,11.0,7.0,6,algebra
x + 6 = 20. What is x?,14.0,16.0,13.0,5,algebra
x + 6 = 20. What is x?,14.0,11.0,13.0,5,algebra
2x + 5 = 21. Find x.,8.0,10.0,6.0,5,algebra
2x + 10 = 22. Find x.,6.0,8.0,3.0,5,algebra
3x = 24. What is x?,8.0,9.0,6.0,6,algebra
5x = 35. What is x?,7.0,10.0,5.0,6,algebra
2x + 3 = 19. Find x.,8.0,6.0,7.0,5,algebra
x + 14 = 26. What is x?,12.0,9.0,15.0,6,algebra
2x + 6 = 10. Find x.,2.0,1.0,5.0,5,algebra
2x + 4 = 12. Find x.,4.0,1.0,2.0,5,algebra
x + 14 = 30. What is x?,16.0,17.0,14.0,5,algebra
3x = 18. What is x?,6.0,8.0,7.0,6,algebra
4x = 16. What is x?,4.0,1.0,7.0,5,algebra
x + 20 = 40. What is x?,20.0,18.0,22.0,5,algebra
2x + 5 = 17. Find x.,6.0,9.0,4.0,6,algebra
x + 10 = 23. What is x?,13.0,12.0,15.0,5,algebra
x + 14 = 28. What is x?,14.0,17.0,15.0,6,algebra
2x = 8. What is x?,4.0,3.0,5.0,6,algebra
2x = 20. What is x?,10.0,9.0,12.0,5,algebra
2x + 5 = 25. Find x.,10.0,8.0,13.0,5,algebra
2x + 8 = 32. Find x.,12.0,10.0,15.0,6,algebra
x + 16 = 27. What is x?,11.0,9.0,14.0,5,algebra
2x + 7 = 17. Find x.,5.0,3.0,4.0,6,algebra
2x = 10. What is x?,5.0,3.0,6.0,6,algebra
x + 16 = 22. What is x?,6.0,9.0,7.0,5,algebra
2x + 10 = 32. Find x.,11.0,8.0,10.0,5,algebra
4x = 32. What is x?,8.0,11.0,7.0,6,algebra
5x = 50. What is x?,10.0,8.0,9.0,5,algebra
x + 2 = 7. What is x?,5.0,2.0,3.0,5,algebra
x + 17 = 23. What is x?,6.0,9.0,3.0,5,algebra
2x + 3 = 21. Find x.,9.0,8.0,12.0,6,algebra
2x = 16. What is x?,8.0,10.0,11.0,6,algebra
2x + 2 = 16. Find x.,7.0,4.0,6.0,6,algebra
4x = 40. What is x?,10.0,8.0,9.0,5,algebra
4x = 20. What is x?,5.0,3.0,6.0,5,algebra
2x = 14. What is x?,7.0,10.0,4.0,5,algebra
2x + 5 = 19. Find x.,7.0,8.0,9.0,5,algebra
2x = 18. What is x?,9.0,8.0,11.0,6,algebra
x + 17 = 21. What is x?,4.0,1.0,5.0,6,algebra
3x = 33. What is x?,11.0,8.0,10.0,5,algebra
4x = 24. What is x?,6.0,4.0,5.0,6,algebra
2x + 2 = 6. Find x.,2.0,3.0,5.0,6,algebra
2x + 9 = 33. Find x.,12.0,10.0,13.0,5,algebra
5x = 15. What is x?,3.0,1.0,4.0,6,algebra
4x = 48. What is x?,12.0,9.0,13.0,5,algebra
2x + 8 = 28. Find x.,10.0,11.0,12.0,5,algebra
x + 9 = 28. What is x?,19.0,16.0,17.0,6,algebra
3x = 12. What is x?,4.0,1.0,2.0,5,algebra
2x + 6 = 18. Find x.,6.0,3.0,7.0,5,algebra
2x + 9 = 33. Find x.,12.0,9.0,15.0,5,algebra
x + 9 = 16. What is x?,7.0,4.0,5.0,5,algebra
x + 12 = 23. What is x?,11.0,9.0,14.0,5,algebra
2x + 6 = 26. Find x.,10.0,12.0,7.0,6,algebra
x + 8 = 19. What is x?,11.0,10.0,14.0,5,algebra
5x = 25. What is x?,5.0,8.0,4.0,5,algebra
x + 7 = 22. What is x?,15.0,18.0,13.0,5,algebra
2x + 5 = 27. Find x.,11.0,8.0,12.0,5,algebra
2x + 10 = 18. Find x.,4.0,2.0,3.0,6,algebra
5x = 30. What is x?,6.0,8.0,9.0,5,algebra
3x = 21. What is x?,7.0,9.0,10.0,5,algebra
2x + 4 = 28. Find x.,12.0,9.0,13.0,6,algebra
3x = 9. What is x?,3.0,1.0,5.0,5,algebra
3x = 36. What is x?,12.0,9.0,10.0,6,algebra
x + 7 = 9. What is x?,2.0,3.0,4.0,6,algebra
3x = 21. What is x?,7.0,5.0,6.0,5,algebra
x + 9 = 14. What is x?,5.0,4.0,6.0,5,algebra
2x + 6 = 12. Find x.,3.0,1.0,2.0,6,algebra
x + 7 = 21. What is x?,14.0,11.0,13.0,6,algebra
2x + 8 = 28. Find x.,10.0,12.0,13.0,5,algebra
4x = 24. What is x?,6.0,8.0,3.0,6,algebra
2x + 3 = 25. Find x.,11.0,10.0,14.0,6,algebra
2x = 4. What is x?,2.0,1.0,3.0,6,algebra
x + 8 = 21. What is x?,13.0,11.0,14.0,5,algebra
5x = 45. What is x?,9.0,11.0,12.0,5,algebra
2x + 3 = 7. Find x.,2.0,4.0,5.0,6,algebra
2x + 7 = 29. Find x.,11.0,8.0,9.0,6,algebra
x + 7 = 14. What is x?,7.0,8.0,10.0,6,algebra
3x = 9. What is x?,3.0,1.0,2.0,6,algebra
5x = 20. What is x?,4.0,3.0,7.0,5,algebra
2x + 10 = 18. Find x.,4.0,5.0,7.0,6,algebra
4x = 8. What is x?,2.0,4.0,5.0,6,algebra
2x + 2 = 20. Find x.,9.0,6.0,7.0,5,algebra
5x = 25. What is x?,5.0,4.0,7.0,6,algebra
x + 2 = 7. What is x?,5.0,6.0,7.0,5,algebra
x + 15 = 25. What is x?,10.0,8.0,12.0,5,algebra
x + 7 = 23. What is x?,16.0,17.0,15.0,5,algebra
5x = 20. What is x?,4.0,3.0,7.0,5,algebra
4x = 32. What is x?,8.0,9.0,11.0,6,algebra
x + 18 = 25. What is x?,7.0,9.0,10.0,5,algebra
4x = 44. What is x?,11.0,9.0,10.0,5,algebra
2x + 9 = 21. Find x.,6.0,3.0,7.0,6,algebra
5x = 40. What is x?,8.0,6.0,7.0,6,algebra
x + 15 = 31. What is x?,16.0,19.0,15.0,6,algebra
2x + 6 = 12. Find x.,3.0,2.0,4.0,5,algebra
x + 12 = 23. What is x?,11.0,8.0,10.0,6,algebra
x + 12 = 29. What is x?,17.0,19.0,14.0,5,algebra
2x = 6. What is x?,3.0,1.0,4.0,6,algebra
4x = 24. What is x?,6.0,4.0,5.0,6,algebra
x + 18 = 36. What is x?,18.0,16.0,17.0,5,algebra
2x + 10 = 20. Find x.,5.0,3.0,6.0,6,algebra
3x = 36. What is x?,12.0,9.0,14.0,6,algebra
x + 12 = 18. What is x?,6.0,8.0,3.0,6,algebra
2x + 7 = 13. Find x.,3.0,1.0,6.0,6,algebra
2x = 6. What is x?,3.0,2.0,6.0,5,algebra
x + 16 = 31. What is x?,15.0,18.0,14.0,5,algebra
x + 14 = 16. What is x?,2.0,4.0,5.0,6,algebra
2x + 7 = 31. Find x.,12.0,11.0,14.0,5,algebra
2x = 12. What is x?,6.0,8.0,5.0,5,algebra
2x + 7 = 31. Find x.,12.0,9.0,10.0,5,algebra
2x + 9 = 29. Find x.,10.0,8.0,7.0,6,algebra
5x = 10. What is x?,2.0,3.0,4.0,5,algebra
x + 20 = 34. What is x?,14.0,12.0,15.0,5,algebra
3x = 12. What is x?,4.0,1.0,6.0,6,algebra
4x = 36. What is x?,9.0,10.0,12.0,5,algebra
2x + 9 = 17. Find x.,4.0,6.0,7.0,6,algebra
x + 3 = 20. What is x?,17.0,19.0,20.0,5,algebra
2x + 4 = 22. Find x.,9.0,8.0,12.0,6,algebra
5x = 30. What is x?,6.0,3.0,4.0,5,algebra
4x = 44. What is x?,11.0,8.0,10.0,6,algebra
5x = 55. What is x?,11.0,10.0,13.0,6,algebra
x + 10 = 17. What is x?,7.0,10.0,5.0,5,algebra
3x = 12. What is x?,4.0,5.0,6.0,6,algebra
x + 15 = 19. What is x?,4.0,2.0,7.0,5,algebra
x + 11 = 19. What is x?,8.0,11.0,6.0,6,algebra
2x = 10. What is x?,5.0,8.0,2.0,6,algebra
2x + 5 = 25. Find x.,10.0,11.0,13.0,6,algebra
x + 5 = 25. What is x?,20.0,22.0,23.0,6,algebra
2x + 6 = 30. Find x.,12.0,13.0,15.0,5,algebra
2x + 4 = 16. Find x.,6.0,4.0,5.0,6,algebra
x + 17 = 19. What is x?,2.0,4.0,5.0,5,algebra
x + 2 = 7. What is x?,5.0,8.0,6.0,6,algebra
x + 15 = 17. What is x?,2.0,1.0,5.0,6,algebra
5x = 35. What is x?,7.0,9.0,10.0,6,algebra
2x + 4 = 28. Find x.,12.0,10.0,11.0,6,algebra
4x = 40. What is x?,10.0,12.0,13.0,6,algebra
x + 15 = 22. What is x?,7.0,10.0,4.0,6,algebra
3x = 24. What is x?,8.0,9.0,10.0,6,algebra
x + 13 = 21. What is x?,8.0,10.0,5.0,6,algebra
2x = 24. What is x?,12.0,9.0,15.0,5,algebra
2x + 4 = 8. Find x.,2.0,3.0,5.0,5,algebra
2x + 8 = 30. Find x.,11.0,10.0,12.0,5,algebra
x + 12 = 16. What is x?,4.0,1.0,3.0,6,algebra
2x + 8 = 24. Find x.,8.0,11.0,7.0,5,algebra
2x + 10 = 20. Find x.,5.0,6.0,7.0,5,algebra
4x = 16. What is x?,4.0,3.0,6.0,6,algebra
2x + 6 = 16. Find x.,5.0,3.0,4.0,5,algebra
x + 2 = 16. What is x?,14.0,12.0,15.0,6,algebra
2x + 4 = 22. Find x.,9.0,8.0,10.0,6,algebra
2x + 9 = 13. Find x.,2.0,3.0,4.0,6,algebra
5x = 10. What is x?,2.0,4.0,5.0,5,algebra
x + 5 = 7. What is x?,2.0,1.0,5.0,6,algebra
4x = 28. What is x?,7.0,9.0,10.0,6,algebra
5x = 50. What is x?,10.0,11.0,12.0,5,algebra
2x = 4. What is x?,2.0,3.0,5.0,6,algebra
x + 11 = 30. What is x?,19.0,18.0,21.0,6,algebra
3x = 24. What is x?,8.0,9.0,10.0,6,algebra
2x + 8 = 30. Find x.,11.0,9.0,14.0,5,algebra
x + 13 = 20. What is x?,7.0,9.0,6.0,6,algebra
x + 2 = 16. What is x?,14.0,11.0,12.0,6,algebra
2x + 4 = 18. Find x.,7.0,10.0,5.0,5,algebra
2x + 4 = 14. Find x.,5.0,2.0,6.0,6,algebra
x + 10 = 29. What is x?,19.0,17.0,22.0,5,algebra
x + 19 = 30. What is x?,11.0,9.0,10.0,5,algebra
x + 12 = 21. What is x?,9.0,11.0,7.0,6,algebra
2x + 4 = 28. Find x.,12.0,14.0,15.0,6,algebra
3x = 27. What is x?,9.0,8.0,6.0,6,algebra
5x = 15. What is x?,3.0,4.0,6.0,6,algebra
2x + 7 = 29. Find x.,11.0,8.0,13.0,6,algebra
2x + 3 = 27. Find x.,12.0,10.0,11.0,6,algebra
5x = 55. What is x?,11.0,9.0,13.0,6,algebra
2x = 14. What is x?,7.0,8.0,10.0,5,algebra
2x + 5 = 27. Find x.,11.0,8.0,12.0,6,algebra
3x = 12. What is x?,4.0,1.0,7.0,5,algebra
x + 13 = 27. What is x?,14.0,13.0,15.0,5,algebra
x + 10 = 24. What is x?,14.0,11.0,13.0,6,algebra
x + 16 = 29. What is x?,13.0,12.0,15.0,5,algebra
x + 10 = 23. What is x?,13.0,12.0,15.0,6,algebra
2x + 4 = 10. Find x.,3.0,4.0,6.0,6,algebra
2x + 4 = 22. Find x.,9.0,10.0,7.0,5,algebra
